FoodName,Spiselig del %,Vann,Kilojoule kJ,Kilokalorier kcal,Fett,Mettet,C12:0 g,C14:0,C16:0,C18:0,Trans,Enumettet,C16:1 sum,C18:1 sum,Flerumettet,C18:2n-6,C18:3n-3,C20:3n-3,C20:3n-6,C20:4n-3,C20:4n-6,C20:5n-3 (EPA),C22:5n-3 (DPA),C22:6n-3 (DHA),Omega-3,Omega-6,Kolesterol mg,Karbohydrat,Stivelse,Mono+disakk,"Sukker, tilsatt",Kostfiber,Protein,Salt,Alkohol,Vitamin A RAE,Retinol µg,Beta-karoten µg,Vitamin D µg,Vitamin E alfa-TE,Tiamin mg,Riboflavin mg,Niacin mg,Vitamin B6 mg,Folat µg,Vitamin B12 µg,Vitamin C mg,Kalsium mg,Jern mg,Natrium mg,Kalium mg,Magnesium mg,Sink mg,Selen µg,Kopper mg,Fosfor mg,Jod µg
"Knekkebrød, rug, med fyll, sandwich",,14,1865,447,24.5,16.6,3.69,2.03,7.62,1.36,0,5.5,0.13,5.27,1.3,1.14,0.07,0,0,0,0,0,0,0,0.29,1.14,23,39.6,36.5,3.1,,9,12.6,2.2,0,79,58,256,0.1,1.7,0.15,0.27,1,0.24,74,0.3,0,200,1.5,860,383,57,2.5,4,0.23,414,11
"Knekkebrød, rug, Ryvita",100,10,1418,336,1.1,0.1,0,0,0.05,0,0,0,0,0.04,0.2,0.17,0.03,0,0,0,0,0,0,0,0.03,0.17,0,64.6,61.6,3,0,16,9.1,0.6,0,0,0,0,0,0.4,0.36,0.1,0.7,0.19,24,0,0,44,2.3,240,490,81,1.7,5,0.3,270,2
"Knekkebrød, rug, tynt, Rugsprø, Finncrisp",100,16,1317,312,1.7,0.3,0,0,0.2,0.01,0,0.3,0.02,0.17,0.7,0.74,0.13,0,0,0,0,0,0,0,0.13,0.74,0,55.4,53,2.4,0,16,11,1.8,0,0,0,0,0,0.7,0.1,1.1,0.5,0.36,90,0,0,34,5.4,700,520,88,3.1,24,0.3,390,2
"Knekkebrød, Synnøve Grovkrisp sesamfrø og linfrø",100,12,1842,442,23,3.3,0,0,2.04,1.13,0,9.7,0.03,9.6,11.9,8.02,3.39,0,0,0,0,0,0,0,3.84,8.02,0,32.3,30.6,1.7,0,13,20,0.7,0,0,0,0,0,1.4,0.53,0.14,4.7,0.34,76,0,0,430,4.8,280,510,210,3.8,15,0.94,490,2
"Riskaker, lettsaltet",100,5,1437,340,3,0.7,0,0.01,0.05,0,0,1,0.01,1.1,1.1,1.05,0.01,0,0,0,0,0,0,0,0.01,1.05,0,67.9,67,0.9,0,5,8,0.3,0,0,0,0,0,1,0.05,0.03,4.3,0.61,20,0,0,20,1.7,100,320,100,1.5,23,0.2,330,2
"Riskaker, usaltet",100,5,1437,340,3,0.7,0,0.01,0.05,0,0,1,0.01,1.1,1.1,1.05,0.01,0,0,0,0,0,0,0,0.01,1.05,0,67.9,67,0.9,0,5,8,0,0,0,0,0,0,1,0.05,0.03,4.3,0.61,20,0,0,20,1.7,0,320,100,1.5,23,0.2,330,2
Skonrokk,100,8,1576,374,6.9,1.5,0.29,0.13,0.58,0.38,0,2.7,0.05,2.53,2,1.66,0.38,0,0,0,0,0,0,0,0.38,1.66,0,58.9,55,3.9,2.6,13,12.6,2.3,0,35,34,14,0.5,1.5,0.57,0.21,4.5,0.24,94,0.1,0,52,3.1,926,459,100,3,2,0.29,308,2
Tacoskjell,100,6,1935,463,23.4,2.1,0.01,0,1.07,0.66,,16.8,0.03,14.6,3.5,5.35,0.16,0,0,0,0,0,0,0,0.16,5.35,,55.3,54.4,0.9,0,4,5.7,0.6,0,0,0,0,0,10.3,0.12,0.04,1,0.16,11,0,0,49,1.2,238,190,45,0.7,2,0.09,120,0
"Tacoskjell, Old El Paso",100,7,1995,477,25.5,2.2,0,0.01,0.97,0.72,,20.1,2.08,0.04,2,1.82,0.01,0,0,0,0,0,0,0,0.02,2.05,,54.9,54.1,0.8,0,3,5.4,0.1,0,0,0,0,0,9.8,0.12,0.03,1,0.14,9,0,0,10,0.7,25,170,40,0.5,2,0.07,110,0
"Tacoskjell, tubs, Santa Maria",100,5,1873,447,21.3,1.9,0,0.01,0.97,0.6,,13.5,0.03,13.32,5,4.88,0.15,0,0,0,0,0,0,0,0.15,5.09,,55.6,54.6,1,0,5,6,1.1,0,0,0,0,0,10.7,0.12,0.05,1.1,0.17,12,0,0,87,1.6,450,210,49,0.9,2,0.11,130,0
"Berlinerkrans, småkake",100,14,2039,489,29.6,17.5,0.78,2.62,8.08,2.94,0.8,7.5,0.67,6.43,1.5,1.12,0.14,0,0,0,0.05,0,0,0.03,0.17,0.93,150,47.4,26.8,20.6,20.2,2,7.3,0.4,0,246,235,131,4,2,0.09,0.07,0.5,0.07,10,0.5,0,27,1,158,105,16,0.7,7,0.08,108,15
Biscotti,100,6,1891,450,16.6,1.7,0,0,1.34,0.37,0,9.2,0.1,9.07,3.6,3.45,0.04,0,0,0,0.03,0,0,0.02,0.06,3.51,54,60.1,29.6,30.5,28.5,5,12.8,0.4,0,24,24,7,0.4,6.7,0.16,0.28,1,0.13,29,0.2,2,93,1.7,177,309,77,1.4,5,0.37,305,6
Brune pinner,100,9,1994,476,23.2,11.9,0.53,1.76,5.58,2,0.5,7,0.45,6.33,1.8,1.54,0.1,0,0,0,0.03,0,0,0.01,0.11,1.4,87,58.5,23.7,34.9,34.1,2,7.2,0.7,0,161,154,88,2.5,2.8,0.09,0.12,0.5,0.06,12,0.2,1,39,1,296,138,32,0.7,4,0.14,108,10
"Goro, småkake",100,19,1945,466,29.2,17.9,0.83,2.76,8.1,2.95,0.8,7.1,0.66,6.08,1.1,0.82,0.14,0,0,0,0.02,0,0,0.01,0.15,0.57,102,44.3,29.2,15.2,14.4,2,5.8,0.3,0,246,234,143,2.9,1.1,0.08,0.08,0.4,0.05,7,0.2,1,19,0.7,135,92,14,0.4,4,0.06,88,12
"Havremakroner, kjøpt",100,12,1735,413,14.4,5,0.53,0.54,2.23,1.06,0.1,5.1,0.14,4.85,2.7,2.25,0.38,0,0.01,0,0.05,0,0,0.03,0.41,2.3,93,57.5,32.9,24.6,24,5,10.8,0.5,0,125,122,40,1.9,2.6,0.24,0.13,0.5,0.09,19,0.3,0,51,2.2,212,222,56,1.5,7,0.18,320,10
Hvite kakemenn,100,19,1545,367,9.3,5.6,0.26,0.86,2.54,0.89,0.3,2.1,0.2,1.83,0.6,0.52,0.06,0,0,0,0,0,0,0,0.06,0.44,21,62.7,34.5,28.3,27.2,2,6.9,0.6,0,65,62,40,1,0.4,0.1,0.05,0.6,0.06,4,0.1,1,37,0.6,245,132,20,0.5,1,0.09,86,6
"Kavring, søt, sukkerkavring",100,5,1865,444,14.6,4.3,0.49,0.45,1.65,0.88,0.1,6.1,0.1,5.98,3.2,2.75,0.55,0,0,0,0,0,0,0,0.55,2.72,7,64.4,53.7,10.7,7.9,4,11.8,0.2,0,74,71,36,1.2,2.4,0.24,0.15,1.4,0.11,38,0.3,1,91,1,72,268,33,1.2,2,0.13,172,10
"Kjeks, søt, Ballerina",100,8,1951,465,20.7,9.4,3.28,1.24,1.67,1.75,,8.7,0.03,8.53,1.5,1.39,0.05,0,0,0,0,0,0,0,0.05,1.39,2,62.4,34,28.4,26.3,3,6.1,0.6,0,7,7,2,0.2,3.7,0.03,0.08,0.8,0.09,16,0.2,0,48,2.2,236,276,28,0.7,2,0.25,98,6
"Kjeks, søt, barnekjeks",100,5,1853,440,12.5,4.8,0.03,0.07,2.9,1.5,,5.2,0.01,5.13,1.5,1.4,0.05,0,0,0,0,0,0,0,0.05,1.4,0,74.8,45,29.8,27.9,2,5.9,1.3,0,0,0,0,0,2.1,0.05,0.02,1.3,0.12,8,0,0,12,0.9,538,129,14,0.4,4,0.12,40,0
"Kjeks, søt, barnekjeks med sjokolade",100,5,2022,482,21.3,10.3,0.11,0.23,5.67,3.95,0.8,6.9,0.05,6.87,1.4,1.3,0.12,0,0,0,0,0,0,0,0.12,1.3,0,64.6,33,31.6,28,2,7,0.6,0,14,14,0,0,1.3,0.09,0.13,0.9,0.16,12,0.2,0,80,1.7,258,232,30,0.6,2,0.22,96,0
"Kjeks, søt, fylt med syltetøy el. frukt",100,15,1628,386,9.8,3.3,0.02,0.05,1.49,1.66,0,2.6,0.04,2.5,0.7,0.59,0.12,0,0,0,0.01,0,0,0,0.12,0.6,0,68.9,17.3,51.6,50.4,2,4.6,0.3,0,15,13,16,0,0.8,0.05,0.07,0.5,0.13,6,0.2,0,17,2,114,129,25,0.5,4,0.19,98,0
"Kjeks, søt, Gjende",100,6,1943,463,18.6,10.3,3.12,1.19,2.9,1.7,,5.2,0,5.14,1.4,1.4,0.05,0,0,0,0,0,0,0,0.05,1.4,0,65.5,44.3,21.2,21.2,4,6.6,0.7,0,0,0,0,0,2.3,0.06,0.03,1.3,0.12,9,0.1,0,14,0.9,268,191,21,0.5,3,0.15,78,0
"Kjeks, søt, glutenfri, Choco chip cookies",100,10,2063,494,27.7,14.4,1.19,0.74,10.08,2.18,0,8.9,0.08,8.84,3,2.64,0.13,0,0,0,0,0,0,0.01,0.14,2.64,3,55.2,38,17.2,14.4,3,4.5,0.5,0,5,3,27,0,7.1,0.07,0.1,0.4,0.06,16,0.1,0,23,3.4,205,193,42,0.6,0,0.27,76,0
"Kjeks, søt, grov, Digestive",100,6,1972,470,20.3,7.5,0.05,0.14,5.6,1.5,,7.9,0.03,7.67,3.3,3.1,0.21,0,0,0,0,0,0,0,0.21,3.1,0,62.9,46.9,16,15,4,7.2,1.6,0,0,0,0,0,3.7,0.05,0.03,2.2,0.15,8,0,0,16,1.1,629,164,28,0.8,3,0.14,108,0
"Kjeks, søt, havre og sjokolade",100,6,2048,489,24.2,10.8,0.04,0.16,8.53,3.2,0.7,9.2,0.04,8.72,2.4,2.04,0.05,0,0,0,0,0,0,0,0.05,2.04,4,58.6,28.2,30.4,28,4,7.2,0.5,0,0,0,0,0,2.3,0.18,0.11,0.8,0.11,10,0,0,95,1.8,190,255,65,1.2,3,0.2,171,12
"Kjeks, søt, havre, Bixit",100,7,1918,458,19.1,6.9,0.12,0.11,3.7,2.6,0,8.9,0.01,8.01,2.4,2.3,0.07,0,0,0,0,0,0,0,0.07,2.3,4,60.9,35.3,25.6,25,6,7.7,0.9,0,0,0,0,0,2.3,0.14,0.12,1.2,0.06,18,0,0,34,1.8,374,224,55,1,1,0.41,206,0
"Kjeks, søt, havre, SIBAS",100,8,1909,455,18.5,5.7,0.1,0.11,4,1.5,0,6.6,0.02,4.85,3.7,3.4,0.27,0,0,0,0,0,0,0,0.27,3.4,0,62.2,46.3,15.9,15.9,4,8.1,0.5,0,100,100,0,1.5,3.1,0.08,0.04,1.5,0.14,13,0,0,18,1.3,196,180,41,1,2,0.16,174,0
"Kjeks, søt, havreflarn",100,13,1888,451,22,10.8,1.18,1.49,4.27,2.2,0.3,6.6,0.3,6.05,2.4,1.87,0.42,0,0,0,0.03,0,0,0.02,0.44,1.79,77,54.8,18.6,36.2,35.7,4,6.7,0.8,0,185,178,85,2.7,2.1,0.17,0.08,0.2,0.06,13,0.2,0,47,1.6,337,154,41,1.1,5,0.13,309,9
"Kjeks, søt, kremfyll",100,5,2014,480,21.2,12.5,3.38,1.34,4.42,2.14,0.1,5.7,0,5.69,1.5,1.44,0.04,0,0,0,0,0,0,0,0.04,1.4,0,65.3,33.4,31.9,30.3,2,5.9,0.7,0,3,0,34,0,2.5,0.09,0.08,0.9,0.13,10,0.1,0,44,1.3,272,196,20,0.4,3,0.18,66,0
"Kjeks, søt, Mariekjeks",100,3,1879,446,12.8,5.1,0.03,0.07,3.06,1.58,,5.5,0.01,5.4,1.6,1.47,0.05,0,0,0,0,0,0,0,0.05,1.46,2,74.7,54.7,20,20,3,6.6,1.1,0,7,7,2,0.1,1.4,0.04,0.02,1.1,0.09,15,0.1,0,27,0.8,447,141,16,0.5,2,0.11,76,0
"Kjeks, søt, sjokoladebiter, cookies, store",100,14,1765,420,16.4,6.1,0.02,0.1,5.32,1.99,,7.1,0.02,5.44,1.2,1.27,0.03,0,0,0,0,0,0,0,0.03,1.27,24,60.7,22.8,37.9,37,3,6.1,0.8,0,8,8,0,0,1.5,0.1,0.1,0.7,0.14,19,0.2,0,55,3.2,310,289,45,0.8,2,0.35,112,14
"Kjeks, søt, sjokoladebiter, nøtter, cookies, små",100,8,2056,492,25.3,12.4,0.04,0.17,8.8,3.3,0.2,9.1,0.04,9,2.1,2.1,0.05,0,0,0,0,0,0,0,0.05,2.1,0,59.1,28.4,30.7,29.4,2,5.7,0.8,0,0,0,0,0,2.9,0.1,0.09,1.6,0.14,9,0.1,0,78,2.4,313,230,35,0.6,3,0.59,142,14
"Kjeks, søt, vaffel, fylt",100,33,1598,383,23.5,21.2,10.66,4.31,2.28,0.69,0,1.5,0,1.7,0.7,0.64,0.01,0,0,0,0,0,0,0,0.01,0.64,0,38,0,38,38,1,4.1,0,0,0,0,0,0,2.1,0.03,0.01,0.3,0,3,0,0,6,0.6,0,1,8,0.3,2,0.06,36,1
Kokosmakroner,100,19,1920,461,29.2,26.3,14.06,5.34,2.26,0.81,0,1.3,0,1.29,0.2,0.22,0,0,0,0,0,0,0,0,0,0.22,0,42,0,42,39.1,4,5.6,0.2,0,0,0,0,0,0,0.01,0.06,0.5,0.05,2,0,0,7,1.1,62,354,51,0.5,1,0.29,85,1
Kransekake,100,8,2007,480,24.5,1.9,0,0,1.53,0.31,0,15.6,0.11,15.44,5.8,5.79,0,0,0,0,0,0,0,0,0,5.79,0,51.2,2.4,48.8,46.6,5,11.3,0.1,0,0,0,2,0,11.1,0.09,0.22,1.7,0.06,23,0,0,111,1.6,26,328,127,1.4,2,0.49,229,1
Krumkaker,100,21,1836,439,25.2,14.8,0.66,2.21,6.87,2.51,0.6,6.4,0.57,5.53,1.3,0.97,0.12,0,0,0,0.05,0,0,0.03,0.15,0.82,140,45.4,18.3,27.1,26.8,1,7,0.4,0,216,207,110,3.4,1.9,0.07,0.11,0.3,0.06,12,0.4,0,26,0.9,157,99,13,0.6,7,0.06,95,16
Marengs,100,3,1650,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4,0,92.4,92.2,0,4.6,0.2,0,0,0,0,0,0,0,0.12,0,0,0,0,0,3,0,87,75,6,0,3,0.02,8,1
"Müslibar, energibar, hjemmelaget",100,9,1957,469,24.4,4.5,0.01,0.03,2.45,1.5,0,10.4,0.07,10.55,7.1,6.17,0.68,0,0,0.01,0.01,0,0,0.01,0.69,6.18,16,43,21.5,21.5,2.5,8,15.1,0.2,0,8,7,11,0.1,4,0.36,0.18,1.8,0.17,44,0.1,4,79,3.8,84,493,170,2.8,5,0.68,408,4
Pepperkaker,100,13,1776,423,15.6,9.4,0.43,1.45,4.29,1.54,0.4,3.7,0.34,3.18,0.8,0.65,0.09,0,0,0,0.01,0,0,0,0.09,0.51,49,62.9,32.2,30.7,30.3,3,6.5,0.8,0,125,119,75,1.7,0.7,0.1,0.05,0.6,0.06,5,0.1,1,38,0.8,302,147,24,0.5,2,0.13,93,6
Peppernøtter,100,3,2052,489,21.6,9.6,1.14,1.32,3.5,1.99,0.3,7.3,0.21,6.9,3,2.21,0.7,0,0,0,0,0,0,0,0.7,2.15,29,65.9,34.6,31.2,30.7,3,6.7,0.6,0,205,197,100,2.5,2.2,0.1,0.05,0.6,0.06,5,0.1,1,36,0.7,243,130,22,0.5,1,0.11,162,4
"Sandkake, småkake",100,10,2141,514,31.9,16.1,0.73,2.42,7.49,2.66,0.7,10.2,0.6,9.24,2.5,2.26,0.12,0,0,0,0.01,0,0,0.01,0.13,2.04,84,46.6,27.3,19.3,18.4,3,8.7,0.4,0,207,197,122,3.1,3.9,0.11,0.1,0.9,0.07,12,0.1,1,46,1,143,174,47,0.8,4,0.19,129,11
Serinakaker,100,16,1863,445,22.6,8.8,1.13,1.13,3.25,1.94,0.2,8.4,0.2,8.06,3.6,2.75,0.73,0,0,0,0.03,0,0,0.01,0.75,2.74,64,51.6,29.1,22.5,22,2,7.8,0.4,0,208,201,86,2.9,3.6,0.1,0.08,0.6,0.06,10,0.2,1,26,0.9,141,121,24,0.6,4,0.1,97,8
"Sirupssnipper, småkake",100,16,1711,408,15.7,7.2,0.57,1.05,3.1,1.32,0.3,5.3,0.23,4.96,1.8,1.54,0.18,0,0,0,0,0,0,0,0.18,1.45,23,57.8,30.4,27.4,26.5,3,7.4,0.6,0,108,103,60,1,2.2,0.1,0.08,0.8,0.06,7,0.1,1,43,0.8,222,177,40,0.6,2,0.18,99,3
"Berlinerbolle, kjøpt",100,22,1768,423,23.1,11,3.33,1.37,2.29,3.43,0,7.8,0.06,7.25,3.1,2.31,0.46,0,0,0,0.03,0,0,0.02,0.48,2.37,48,45,28,17,15.8,2,7.7,0.6,0,25,25,1,0.4,3.2,0.17,0.12,0.9,0.08,37,0.3,3,37,0.9,241,152,20,0.9,4,0.08,109,7
"Bolle, glutenfri, med lettmelk, hjemmebakt",100,37,1210,287,7,2.8,0.34,0.36,1.05,0.62,0.1,2.6,0.09,2.38,1,0.78,0.22,0,0,0,0.01,0,0,0.01,0.23,0.77,24,52.4,44.3,8.2,6,1,3.3,0.9,0,64,62,28,1,1,0.11,0.14,0.7,0.05,42,0.3,0,72,0.5,362,134,10,0.8,2,0.03,85,10
"Bolle, med helmelk, hjemmebakt",100,29,1404,334,11.1,3.6,0.37,0.42,1.45,0.72,0.1,4.5,0.11,4.35,2.2,1.91,0.38,0,0,0,0,0,0,0,0.38,1.88,8,48.8,37.1,11.6,9.7,3,8.3,0.1,0,53,50,26,0.7,1.7,0.21,0.14,1.3,0.08,47,0.2,1,63,0.8,50,201,26,1.1,1,0.1,128,7
"Bolle, med lettmelk, hjemmebakt",100,31,1335,317,9.2,3.8,0.48,0.5,1.37,0.79,0.1,3.1,0.09,2.94,1.5,1.21,0.32,0,0,0,0,0,0,0,0.32,1.19,9,48.8,37.1,11.6,9.7,3,8.4,0.2,0,94,91,43,1.2,1.4,0.26,0.14,1.4,0.1,52,0.2,1,64,0.8,67,202,24,1.1,1,0.09,128,7
"Bolle, med sjokoladebiter",100,22,1555,370,13.2,5.1,1.29,0.58,1.55,1.1,0,4.9,0.05,4.77,2.5,2,0.47,0,0,0,0,0,0,0.01,0.48,2.01,2,52.8,38.5,14.3,13.4,4,8.1,0.4,0,3,2,5,0,2.3,0.21,0.13,1.3,0.08,40,0.1,1,36,0.9,158,178,28,1,1,0.13,114,4
"Bolle, med skummet melk, hjemmebakt",100,31,1324,315,8.9,3.6,0.47,0.48,1.3,0.77,0.1,3,0.09,2.89,1.5,1.21,0.32,0,0,0,0,0,0,0,0.32,1.19,8,48.8,37.1,11.6,9.7,3,8.3,0.2,0,80,77,36,1.1,1.1,0.22,0.14,1.3,0.09,48,0.2,1,63,0.8,67,201,25,1.1,2,0.1,129,7
"Bolle, uten rosiner, kjøpt",100,24,1482,353,11.3,3.5,1.41,0.57,0.83,0.23,0,4.4,0.04,4.31,2.6,2.1,0.51,0,0,0,0,0,0,0,0.51,2.1,0,52.8,42.5,10.3,10.1,4,8.1,0.4,0,0,0,1,0,2.5,0.22,0.08,1.3,0.09,43,0,1,15,0.9,167,151,25,1,1,0.11,93,0
"Croissant, uten fyll, kjøpt",100,25,1688,404,21.4,12.1,0.83,1.97,6.09,1.85,0.3,6,0.34,5.42,1.2,1.03,0.1,0,0,0,0,0,0,0,0.1,1.03,33,43.7,31.2,12.5,10,1,8.5,0.9,0,93,90,31,0,1.5,0.14,0.19,1.1,0.11,33,0.2,0,34,1.1,362,148,23,0.6,0,0.16,90,1
Hvetekake,100,36,1166,276,5,2.7,0.12,0.4,1.28,0.42,0.1,1.1,0.1,0.93,0.6,0.53,0.05,0,0,0,0,0,0,0,0.05,0.49,10,47.2,41.4,5.9,3.6,3,9.1,0.7,0,31,29,19,0.6,0.4,0.19,0.12,1.1,0.09,29,0.2,1,74,0.8,275,212,26,0.9,1,0.1,136,8
Julekake,100,25,1417,336,8.4,3.5,0.44,0.46,1.27,0.73,0.1,2.8,0.08,2.66,1.4,1.1,0.29,0,0,0,0,0,0,0,0.29,1.08,8,56.1,34.5,21.6,13.2,3,7.6,0.5,0,72,70,33,1.1,1.1,0.16,0.09,0.9,0.08,24,0.2,1,60,2.7,187,219,27,2.6,3,0.11,115,6
"Kanelbolle, skillingsbolle, hjemmebakt",100,26,1427,339,10,4.1,0.53,0.54,1.48,0.86,0.1,3.4,0.09,3.21,1.7,1.29,0.35,0,0,0,0,0,0,0,0.35,1.27,9,52.8,37.3,15.6,13.8,3,8.1,0.2,0,88,85,41,1.3,1.2,0.18,0.11,1.1,0.08,32,0.2,1,60,0.8,70,187,24,0.9,1,0.09,118,7
"Kanelbolle, skillingsbolle, med sukkerstrø, kjøpt",100,32,1233,292,5.2,2.1,0.19,0.09,1.4,0.34,0.1,1.5,0.01,1.47,1.1,0.96,0.11,0,0,0,0,0,0,0,0.11,0.96,0,51.8,33.6,18.2,17,2,8.4,0.5,0,17,17,0,0,0.8,0.11,0.06,1.1,0.14,35,0,0,34,1.3,203,141,23,0.9,3,0.13,101,2
"Kanelbolle, skillingsbolle, med vaniljekrem, melisglasur, kjøpt",100,40,1104,262,5.2,2,0.16,0.09,1.2,0.44,0.2,1.6,0.01,1.54,1.1,1,0.1,0,0,0,0,0,0,0,0.1,1,0,46,29.9,16.1,14,2,6.7,0.1,0,10,10,0,0,0.8,0.09,0.21,1.2,0.13,28,0,0,55,1.2,54,151,22,0.8,3,0.13,100,2
"Kringle, gjærdeig, med tørket frukt",100,23,1465,348,9,3.6,0.45,0.46,1.35,0.77,0.1,3.1,0.09,2.89,1.5,1.19,0.31,0,0,0,0.01,0,0,0,0.31,1.18,21,57.2,34.3,22.8,15.6,3,7.9,0.5,0,81,78,34,1.2,1.3,0.19,0.11,1.1,0.09,37,0.2,1,52,2.5,191,212,27,2.5,4,0.11,119,6
"Lefse, ferdig smurt, Vestlandslefsa",100,34,1454,347,17.2,4,0.08,0.07,2.3,1.5,,5.5,0,3.66,5.1,4.7,0.47,0,0,0,0,0,0,0,0.47,4.7,0,41.4,24.4,17,16,2,5.8,0.7,0,108,108,0,1.7,2.9,0.07,0.04,1.3,0.11,8,0.1,0,25,0.8,291,128,21,0.3,2,0.38,72,0
Lussekatter,100,27,1435,341,10.7,6.2,0.28,0.92,2.87,1.01,0.3,2.6,0.24,2.21,0.8,0.66,0.07,0,0,0,0.01,0,0,0.01,0.08,0.58,42,50.8,37.2,13.6,9.8,3,9,0.2,0,81,77,45,1.3,0.8,0.21,0.12,1,0.09,25,0.3,1,62,1.4,84,197,25,1.3,3,0.14,127,10
"Rosinbolle, kjøpt",100,22,1490,354,10.2,3.2,1.28,0.52,0.75,0.21,0,4,0.04,3.92,2.4,1.91,0.46,0,0,0,0,0,0,0,0.46,1.91,0,55.8,39.3,16.5,9.2,4,7.7,0.4,0,0,0,1,0,2.3,0.21,0.08,1.3,0.1,43,0,1,20,3.1,163,199,28,3.1,3,0.13,96,0
"Skolebrød, med melisglasur, eggekrem, kokos, kjøpt",100,31,1355,322,10.9,4.6,2.01,0.8,0.87,0.26,0,3.6,0.04,3.48,2.1,1.66,0.39,0,0,0,0.01,0,0,0,0.39,1.67,9,47.2,32.9,14.3,13.3,3,7.3,0.3,0,5,5,1,0.1,2.1,0.17,0.09,1.1,0.08,35,0.1,1,32,0.8,137,167,23,0.9,2,0.11,98,3
Sveler,100,44,1010,239,3.6,1.4,0.05,0.15,0.82,0.27,0.1,1,0.07,0.9,0.7,0.56,0.04,0,0,0,0.03,0,0,0.01,0.05,0.58,50,42.7,25.9,16.9,14.2,2,8.1,0.7,0,41,40,10,0.4,1,0.11,0.14,0.5,0.07,11,0.4,1,84,0.8,297,192,22,0.8,5,0.07,126,14
"Tykklefse, påsmurt, kjøpt",100,25,1674,400,20.7,8.5,2.04,1.27,2.42,1.36,0.1,7.6,0.11,7.33,3.4,2.5,0.84,0,0,0,0,0,0,0,0.84,2.47,13,47.4,25.3,22.2,21.1,2,5.2,0.4,0,146,141,67,1.7,3.6,0.08,0.04,0.5,0.04,3,0.1,0,34,0.4,167,105,15,0.3,1,0.06,68,5
"Tykklefse, uten fyll",100,27,1431,340,10.6,4,1.69,0.7,0.79,0.23,0,4,0.02,3.9,2.2,1.67,0.5,0,0,0,0,0,0,0,0.5,1.67,0,53.5,32.8,20.7,19.4,2,6.7,0.3,0,1,1,0,0.1,2.4,0.1,0.05,0.6,0.06,4,0.1,1,42,0.6,115,133,19,0.5,1,0.08,87,4
"Vafler, av pulver, Toro",100,40,1295,309,14.3,4.3,0.49,0.39,1.52,1,0.1,2.2,0.09,3.68,4.7,1.74,0.3,0,0.01,0,0.04,0,0,0.04,0.35,1.78,30,37.8,28.3,9.5,8.3,1,6.6,0.6,0,146,141,56,1.7,1.6,0.09,0.07,0.6,0.03,8,0,0,26,0.6,229,87,16,0.5,5,0.06,76,14
"Vafler, glutenfrie, av pulver, Toro",100,23,1658,395,17.4,1.7,0.02,0.03,0.89,0.53,0,10.1,0.02,9.9,4.5,3.1,1.33,0,0,0,0.01,0,0,0.01,1.34,3.12,68,55.7,43.6,12.1,10,0,3.7,1,0,178,173,62,2.2,3.2,0.04,0.14,0.3,0.08,7,0.4,3,80,0.4,397,113,10,0.4,0,0.03,179,11
"Vafler, grove",100,54,941,224,8.5,2.5,0.19,0.19,1.25,0.56,0,3.4,0.1,3.27,1.8,1.51,0.22,0,0,0,0.05,0,0,0.03,0.25,1.57,85,26.8,18.2,8.7,5.8,2,8.9,1,0,64,63,14,1.3,2.2,0.12,0.18,0.6,0.08,13,0.6,0,108,1.1,386,218,28,1,6,0.09,227,18
"Vafler, med egg og helmelk",100,56,917,219,9.2,4,0.37,0.51,1.7,0.82,0.1,3,0.12,2.81,1.3,1.01,0.22,0,0,0,0.03,0,0,0.02,0.24,1.02,59,26,19.1,6.9,4.2,1,7.3,0.5,0,73,71,24,1.1,1.5,0.07,0.14,0.3,0.05,8,0.5,0,92,0.7,191,175,19,0.7,4,0.07,156,15
"Vafler, med egg og lettmelk, uten fett",100,55,804,190,2.5,0.8,0.01,0.04,0.52,0.16,0,0.7,0.04,0.7,0.6,0.55,0.03,0,0,0,0.03,0,0,0.01,0.05,0.59,48,32.5,25.8,6.7,4.1,2,8.4,0.4,0,22,22,2,0.5,1,0.1,0.14,0.5,0.07,10,0.5,1,92,0.8,157,190,19,0.7,4,0.08,163,14
"Vafler, med egg og skummet melk",100,58,869,207,7.9,2.3,0.21,0.19,1.02,0.51,0,3.2,0.07,3.2,1.7,1.43,0.25,0,0,0,0.03,0,0,0.02,0.27,1.45,52,26,19.1,6.9,4.2,1,7.3,0.5,0,54,53,17,0.9,1.8,0.09,0.14,0.4,0.06,9,0.5,0,92,0.7,180,174,18,0.7,4,0.06,156,15
"Vafler, med egg, lettmelk",100,57,883,210,8.3,2.5,0.23,0.23,1.12,0.54,0,3.3,0.08,3.27,1.7,1.43,0.25,0,0,0,0.03,0,0,0.02,0.27,1.46,53,26,19.1,6.9,4.2,1,7.3,0.5,0,55,54,17,1,1.8,0.08,0.14,0.4,0.06,9,0.5,0,93,0.7,181,176,16,0.6,4,0.06,155,15
"Vafler, med fløte/rømme, uten egg",100,52,1129,271,16,9.9,0.47,1.55,4.48,1.62,0.4,3.8,0.36,3.22,0.6,0.5,0.08,0,0,0,0,0,0,0,0.08,0.34,38,25.6,24.2,1.4,0,2,5.2,0.4,0,224,217,91,0.1,0.5,0.08,0.08,0.4,0.05,5,0.1,0,47,0.4,178,110,15,0.4,1,0.06,101,6
